City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
701,Yerbogachen,RU,61.2767,108.0108,-7.11,100,100,1.95,overcast clouds
702,Fukue,JP,32.6881,128.8419,43.88,62,95,17.6,overcast clouds
703,Buala,SB,-8.145,159.5921,80.69,84,100,8.99,light rain
704,Clarence Town,AU,-32.5833,151.7833,70.86,93,11,3.56,few clouds
705,Bloomsburg,US,41.0037,-76.4549,32.16,59,100,8.25,overcast clouds
706,Chany,RU,55.3121,76.7647,6.71,82,100,6.82,overcast clouds
707,Ojinaga,MX,29.5667,-104.4167,61.57,30,0,8.05,clear sky
708,Mudon,MM,16.2578,97.7164,73.89,80,100,1.9,overcast clouds
709,Vinh,VN,18.6667,105.6667,60.35,86,62,0.94,broken clouds
710,Fujin,CN,47.26,132.0322,-7.02,97,40,6.78,scattered clouds
711,Daltenganj,IN,24.0333,84.0667,52.48,49,7,2.53,clear sky
712,Baghmara,IN,23.795,86.2085,59.38,59,9,3.36,clear sky
713,Somerset,US,40.5668,-74.5496,35.76,50,0,3.0,clear sky
714,Opuwo,NA,-18.0607,13.84,74.61,41,100,6.38,overcast clouds
715,Poum,NC,-20.2333,164.0167,80.08,83,100,9.98,overcast clouds
716,Buraydah,SA,26.326,43.975,55.92,37,0,5.55,clear sky
717,Lagoa,PT,39.05,-27.9833,60.19,85,16,12.15,few clouds
